Loading bam file...
Region:	59965	--	61247	Length:	1283	Density:	0.441153546375682
Region:	79049	--	80508	Length:	1460	Density:	0.15616438356164383
Region:	92222	--	92734	Length:	513	Density:	0.32943469785575047
Region:	100400	--	101488	Length:	1089	Density:	0.1184573002754821
Region:	109126	--	424167	Length:	315042	Density:	0.08023692079151351
Region:	427542	--	428774	Length:	1233	Density:	0.11597729115977291
Region:	433765	--	435669	Length:	1905	Density:	0.10131233595800525
Region:	436380	--	451368	Length:	14989	Density:	0.09727133231036093
Region:	456034	--	456712	Length:	679	Density:	0.18556701030927836
Region:	486681	--	487349	Length:	669	Density:	0.43796711509715996
Region:	490806	--	491354	Length:	549	Density:	0.20947176684881602
Region:	492415	--	493032	Length:	618	Density:	0.19902912621359223
Region:	504756	--	507263	Length:	2508	Density:	0.12240829346092504
Region:	522206	--	522812	Length:	607	Density:	0.28665568369028005
Region:	528007	--	530702	Length:	2696	Density:	0.09235905044510385
Region:	533332	--	534011	Length:	680	Density:	0.19705882352941176
Region:	535398	--	536009	Length:	612	Density:	0.18627450980392157
Region:	539724	--	540331	Length:	608	Density:	0.11348684210526316
Region:	558569	--	566721	Length:	8153	Density:	0.10793572917944315
Region:	575862	--	576682	Length:	821	Density:	0.25213154689403167
Region:	582295	--	583400	Length:	1106	Density:	0.12386980108499096
Region:	589455	--	591641	Length:	2187	Density:	0.11934156378600823
Region:	594401	--	599183	Length:	4783	Density:	0.10913652519339327
Region:	607433	--	608757	Length:	1325	Density:	0.14943396226415095
Region:	610319	--	616398	Length:	6080	Density:	0.11348684210526316
Region:	619080	--	619866	Length:	787	Density:	0.08386277001270648
Region:	622556	--	627556	Length:	5001	Density:	0.1225754849030194
Region:	631429	--	632001	Length:	573	Density:	0.23734729493891799
Region:	633331	--	633935	Length:	605	Density:	0.21652892561983472
Region:	635785	--	637039	Length:	1255	Density:	0.19760956175298805
Region:	639992	--	640555	Length:	564	Density:	0.12234042553191489
Region:	647041	--	647767	Length:	727	Density:	0.2984869325997249
Region:	650470	--	653225	Length:	2756	Density:	0.10486211901306242
Region:	657831	--	660135	Length:	2305	Density:	0.1440347071583514
Region:	666308	--	669332	Length:	3025	Density:	0.11074380165289256
Region:	671431	--	672749	Length:	1319	Density:	0.20773313115996966
Region:	679332	--	682337	Length:	3006	Density:	0.13639387890884896
Region:	685619	--	686142	Length:	524	Density:	0.33969465648854963
Region:	689037	--	689589	Length:	553	Density:	0.16817359855334538
Region:	691189	--	693078	Length:	1890	Density:	0.18941798941798943
Region:	703001	--	703636	Length:	636	Density:	0.29559748427672955
Region:	726197	--	733125	Length:	6929	Density:	0.08659258190215038
Region:	733720	--	737548	Length:	3829	Density:	0.1141290154087229
Region:	739418	--	740693	Length:	1276	Density:	0.20219435736677116
Region:	743190	--	744694	Length:	1505	Density:	0.1382059800664452
Region:	746391	--	748238	Length:	1848	Density:	0.18073593073593072
Region:	752281	--	765272	Length:	12992	Density:	0.08620689655172414
Region:	772287	--	776760	Length:	4474	Density:	0.11421546714349576
Region:	779888	--	798766	Length:	18879	Density:	0.08453837597330367
Region:	808228	--	809928	Length:	1701	Density:	0.12933568489124045
Region:	811060	--	812416	Length:	1357	Density:	0.1466470154753132
Region:	829266	--	829884	Length:	619	Density:	0.1308562197092084
Region:	832323	--	841349	Length:	9027	Density:	0.08186551456740888
Region:	853119	--	853678	Length:	560	Density:	0.2517857142857143
Region:	868247	--	869101	Length:	855	Density:	0.13450292397660818
Region:	874988	--	875964	Length:	977	Density:	0.21903787103377687
Region:	878409	--	879922	Length:	1514	Density:	0.20343461030383092
Region:	891404	--	891952	Length:	549	Density:	0.22586520947176686
Region:	899772	--	904525	Length:	4754	Density:	0.10201935212452672
Region:	907358	--	913335	Length:	5978	Density:	0.11157577785212446
Region:	919441	--	920011	Length:	571	Density:	0.1243432574430823
Region:	922884	--	924804	Length:	1921	Density:	0.15460697553357627
Region:	930182	--	946607	Length:	16426	Density:	0.08516985267259224
Region:	964736	--	965484	Length:	749	Density:	0.4833110814419226
Region:	985613	--	987777	Length:	2165	Density:	0.12471131639722864
Region:	994658	--	995334	Length:	677	Density:	0.19793205317577547
Region:	1012568	--	1014438	Length:	1871	Density:	0.09780865847140567
